TID	Product1	Product2	Product3	Product4	Product5	Product6	Product7	Product8	Product9	Product10	Product11	Product12	Product13	Product14	Product15	Product16	Product17	Product18	Product19	Product20	Product21	Product22	Product23	Product24	Product25	Product26	Product27	Product28	Product29	Product30	Product31	Product32
339	sausage	meat	berries	onions	other vegetables	soft cheese	hard cheese	cream cheese 	mayonnaise	frozen meals	domestic eggs	rolls/buns	mustard	canned fish	shopping bags																	
340	tropical fruit	pip fruit	coffee	soda	fruit/vegetable juice	salty snack																										
341	sausage	tropical fruit	whole milk	yogurt	processed cheese	pastry	margarine	Instant food products	coffee	popcorn	house keeping products																					
342	bottled water																															
343	citrus fruit	newspapers																														
344	root vegetables	other vegetables																														
345	pip fruit	beverages	pastry	hygiene articles																												
346	dish cleaner																															
347	Powedered honny																															
348	citrus fruit	berries	other vegetables	butter milk	sugar	fruit/vegetable juice	hygiene articles																									
349	Pepsi	prosecco																														
350	whole milk	processed cheese	pastry	soda																												
351	whole milk	beverages																														
352	whole milk	curd	cream cheese 	shopping bags																												
353	citrus fruit	rolls/buns	snack products																													
354	Martadella	root vegetables	pasta																													
355	chocolate																															
356	turkey	tropical fruit	yogurt	UHT-milk	brown bread	pastry																										
357	Ginger powder (appetizer)																															
358	chicken	red/blush wine																														
359	cream cheese 																															
360	soda	fruit/vegetable juice																														
361	Halawa	citrus fruit	tropical fruit	other vegetables	whole milk	candles																										
362	Halawa	rolls/buns	chocolate																													
363	sausage	meat	chicken	Frozen beef slicesburger meat	tropical fruit	herbs	other vegetables	ice cream	white bread	soda	specialty chocolate	dish cleaner	abrasive cleaner																			
364	sausage	packaged fruit/vegetables	yogurt	rolls/buns	seasonal products																											
365	beef	citrus fruit	cream cheese 	vinegar	margarine																											
366	Pepsi	Canned Pepsi																														
367	other vegetables	whole milk	soda	specialty bar																												
368	pastry	soda	specialty bar																													
369	citrus fruit	tropical fruit	whole milk	butter milk	rice	oil	canned fruit	bottled water	Powedered honny	popcorn	hygiene articles	shopping bags																				
370	rolls/buns																															
371	newspapers																															
372	Halawa	herbs																														
373	whole milk	domestic eggs	rolls/buns	fruit/vegetable juice																												
374	rolls/buns																															
375	chicken	Martadella	beef	berries	sliced cheese	jam	shopping bags																									
376	other vegetables	ice cream	oil	Ginger liquid	specialty chocolate	shopping bags																										
377	berries	other vegetables	whipped/sour cream	UHT-milk	bottled water	soda	hygiene articles	newspapers																								
378	Halawa	chicken	Martadella	beef	Frozen beef slicesburger meat	tropical fruit	berries	whole milk	pastry	roll products 	oil	margarine	sugar	artif. sweetener	mustard	soups	cereals	jam	bottled water	Pepsi	candles	pot plants										
379	sweet spreads	soda	waffles																													
380	beef	root vegetables	hygiene articles																													
381	Halawa	turkey	citrus fruit																													
382	citrus fruit	root vegetables	packaged fruit/vegetables	whole milk	yogurt	cat food	bottled water	chocolate	napkins																							
383	Frozen beef slicesburger meat	packaged fruit/vegetables	whole milk	whipped/sour cream	rolls/buns	bottled water	salty snack	chewing gum																								
384	yogurt	tea	fruit/vegetable juice	hygiene articles																												
385	Martadella	onions	whole milk	butter	curd	bottled water	soda	misc. beverages	popcorn	chocolate	napkins																					
386	soda																															
387	hygiene articles																															
388	meat	root vegetables	pastry																													
389	sausage	Frozen beef slices	whole milk	coffee	soda	red/blush wine																										
390	whole milk	frozen vegetables																														
391	other vegetables	butter	bottled water	detergent																												
392	sausage	soda	fruit/vegetable juice	salty snack	chewing gum	shopping bags																										
393	chicken	Martadella	herbs	other vegetables	canned fish	misc. beverages	napkins	newspapers																								
394	Frozen beef slicesburger meat	baking powder	sweet spreads																													
395	processed cheese	white bread	sugar	cat food	soda	fruit/vegetable juice	candy	shopping bags																								
396	root vegetables	margarine	pet care																													
397	pip fruit	whole milk	curd	rum																												
398	sausage	butter	rolls/buns	pickled vegetables	soda	fruit/vegetable juice	waffles																									
399	UHT-milk	hygiene articles	napkins	cling film/bags																												
400	soda	Canned Pepsi																														
401	berries																															
402	sausage	whole milk	yogurt																													
403	root vegetables	other vegetables	whole milk	margarine																												
404	Halawa	meat	Martadella	beef	berries	other vegetables	whole milk	domestic eggs	Instant food products	coffee	skin care																					
405	frozen vegetables	rolls/buns																														
406	other vegetables	whole milk	condensed milk	white bread	sugar	coffee	soda	fruit/vegetable juice	Pepsi	shopping bags																						
407	chicken	Frozen beef slicesburger meat	grapes	other vegetables	whipped/sour cream	brown bread	Canned Pepsi	Canned  honey	flower (seeds)																							
408	soda	Canned Pepsi	newspapers																													
409	Halawa	other vegetables	specialty cheese	chewing gum																												
410	pastry																															
411	Powedered honny	detergent																														
412	tropical fruit	whole milk	butter	syrup																												
413	misc. beverages																															
414	citrus fruit	rolls/buns	specialty bar																													
415	citrus fruit	tropical fruit	berries	yogurt	cream cheese 	brown bread	meat spreads																									
416	tropical fruit	whole milk	rolls/buns																													
417	other vegetables	whole milk	rolls/buns	brown bread	soda	hygiene articles	newspapers																									
418	Frozen beef slicesburger meat	hard cheese	pasta	canned vegetables																												
419	UHT-milk	cream cheese 	spread cheese	rolls/buns																												
420	Halawa	Martadella	Frozen beef slicesburger meat	pip fruit	other vegetables	whole milk	rolls/buns	white bread	pastry	Instant food products	waffles	chocolate																				
421	Pepsi																															
422	semi-finished bread	fruit/vegetable juice	newspapers																													
423	Frozen beef slices	domestic eggs	brown bread	bottled water	chocolate marshmallow	seasonal products	napkins	newspapers																								
424	tropical fruit																															
425	Halawa	sausage	citrus fruit	tropical fruit	pip fruit	whole milk	hard cheese	cream cheese 	domestic eggs	rice	sugar	canned fruit	misc. beverages	fruit/vegetable juice	hygiene articles																	
426	other vegetables	whole milk	pastry	margarine	bottled water																											
427	whole milk	soda																														
428	newspapers																															
429	chicken	grapes	whole milk	yogurt	rolls/buns	bottled water	fruit/vegetable juice	Pepsi	chocolate	napkins																						
430	sausage	whole milk	curd	Pepsi																												
431	whole milk	cereals																														
432	Halawa	UHT-milk	oil	bottled water	Canned Pepsi																											
433	condensed milk	coffee																														
434	pip fruit	sweet spreads	coffee	napkins	dishes																											
435	Pepsi																															
436	whole milk																															
437	onions																															
438	Canned Pepsi	shopping bags																														
439	dishes																															
440	Halawa	beef	whole milk	chocolate marshmallow																												
441	tropical fruit	dessert	yogurt	syrup	hygiene articles																											
442	chicken	Martadella	other vegetables	whole milk	whipped/sour cream	UHT-milk	domestic eggs	rolls/buns	bottled water	soda	fruit/vegetable juice	Pepsi																				
443	root vegetables	other vegetables	packaged fruit/vegetables	rolls/buns	Canned Pepsi	red/blush wine																										
444	beef	other vegetables	whipped/sour cream	processed cheese	salt	oil	dog food	newspapers																								
445	Martadella	curd	dessert	whipped/sour cream	flour	bottled water																										
446	yogurt	rolls/buns	vinegar	margarine	Canned  honey																											
447	Canned Pepsi																															
448	root vegetables	margarine	bottled water	soda																												
449	beef	instant coffee																														
450	onions	mayonnaise	rolls/buns	mustard	fruit/vegetable juice																											
451	other vegetables	salty snack	dishes	house keeping products																												
452	chicken	Martadella	margarine	specialty fat	Pepsi																											
453	bottled water																															
454	other vegetables																															
455	root vegetables	whole milk	rolls/buns	zwieback	newspapers																											
456	Halawa	rolls/buns	brown bread	shopping bags																												
457	Frozen beef slices	chicken	root vegetables	onions	other vegetables	yogurt	whipped/sour cream	sliced cheese	frozen vegetables	frozen meals	ice cream	newspapers																				
458	root vegetables	whole milk	rolls/buns	specialty chocolate																												
459	Canned Pepsi																															
460	whole milk	whipped/sour cream	pastry	salty snack	long life bakery product	chewing gum																										
461	dessert	yogurt	UHT-milk	cream cheese 	frozen vegetables	rolls/buns	bottled water	napkins																								
462	whole milk																															
463	citrus fruit	other vegetables	UHT-milk	rolls/buns																												
464	butter milk	brown bread																														
465	whole milk																															
466	oil	fruit/vegetable juice	dishes																													
467	sausage	whole milk	domestic eggs	sugar	coffee	napkins	newspapers	shopping bags																								
468	whole milk	curd	yogurt	chocolate marshmallow	candy	newspapers																										
469	sausage	Powedered honny																														
470	grapes	other vegetables	whole milk	butter	coffee	bottled water																										
471	Frozen beef slices																															
472	whole milk	Canned Pepsi																														
473	whole milk	frozen dessert	margarine	snack products																												
474	Frozen beef slicesburger meat	tropical fruit	root vegetables	other vegetables	yogurt	whipped/sour cream	cream cheese 	rolls/buns	baking powder																							
475	domestic eggs	pastry	Pepsi	Canned Pepsi	long life bakery product	chocolate	candles	newspapers																								
476	Canned Pepsi																															
477	candy																															
478	rolls/buns	spices																														
479	herbs	pot plants																														
480	soda																															
481	Pepsi	shopping bags																														
482	citrus fruit	other vegetables	soft cheese	rolls/buns	pastry	Canned Pepsi	newspapers																									
483	whole milk	white bread																														
484	Canned Pepsi																															
