TID	Product1	Product2	Product3	Product4	Product5	Product6	Product7	Product8	Product9	Product10	Product11	Product12	Product13	Product14	Product15	Product16	Product17	Product18	Product19	Product20	Product21	Product22	Product23	Product24	Product25	Product26	Product27	Product28	Product29	Product30	Product31	Product32
233	sausage	Frozen beef slices	Martadella	Frozen beef slicesburger meat	citrus fruit	whole milk	butter	yogurt	whipped/sour cream	sliced cheese	hard cheese	cream cheese 	frozen meals	brown bread																		
234	fruit/vegetable juice																															
235	pastry																															
236	Canned Pepsi																															
237	frozen dessert	semi-finished bread																														
238	Frozen beef slicesburger meat	other vegetables	whole milk	pot plants																												
239	root vegetables	whole milk	semi-finished bread	cat food	fruit/vegetable juice	Canned Pepsi	Ginger powder (appetizer)	waffles	hygiene articles	newspapers	shopping bags																					
240	Frozen beef slicesburger meat	whole milk	butter	UHT-milk	cat food	pet care	detergent																									
241	Pepsi																															
242	curd cheese	rolls/buns	Pepsi																													
243	Frozen beef slicesburger meat	pickled vegetables	hygiene articles																													
244	specialty cheese																															
245	sausage	tropical fruit	nuts/prunes	other vegetables	curd																											
246	whipped/sour cream	curd cheese	specialty chocolate	abrasive cleaner																												
247	rolls/buns																															
248	specialty chocolate																															
249	specialty chocolate																															
250	beef	citrus fruit	tropical fruit	pip fruit	berries	root vegetables	other vegetables	whole milk	dessert	sliced cheese	rolls/buns	flour	sugar	pickled vegetables	tea	soda	Pepsi	chocolate	napkins	newspapers												
251	root vegetables	onions	whole milk	bottled water	dishes																											
252	whole milk	butter	domestic eggs	bottled water	salty snack																											
253	dish cleaner	bathroom cleaner	hygiene articles	napkins																												
254	cream cheese 																															
255	rolls/buns	fruit/vegetable juice	long life bakery product	newspapers																												
256	sausage	citrus fruit	pip fruit	whole milk	butter milk																											
257	other vegetables																															
258	dishes																															
259	Martadella	beef	whole milk	frozen vegetables	sugar	Canned Pepsi	detergent	skin care	napkins	flower (seeds)																						
260	pip fruit	whole milk	pastry	hygiene articles	napkins																											
261	meat	brown bread	seasonal products	shopping bags																												
262	tropical fruit	salt	canned fish	bottled water	Pepsi																											
263	whole milk	rolls/buns	hygiene articles	napkins	house keeping products																											
264	curd	semi-finished bread	baking powder																													
265	yogurt	frozen meals	long life bakery product	chocolate	shopping bags																											
266	brown bread	specialty chocolate	shopping bags																													
267	whole milk	curd	yogurt	whipped/sour cream	canned vegetables	soda	shopping bags																									
268	yogurt	rolls/buns	misc. beverages																													
269	sausage	other vegetables	whole milk	sliced cheese	white bread	baking powder	pickled vegetables	rum																								
270	Frozen beef slicesburger meat																															
271	yogurt	bottled water	soda	newspapers																												
272	sausage	margarine	shopping bags																													
273	Halawa	Frozen beef slicesburger meat	whole milk	domestic eggs	rolls/buns	brown bread	margarine	bottled water	flower (seeds)																							
274	pip fruit	other vegetables	whole milk	yogurt	brown bread	pastry																										
275	Martadella																															
276	whole milk	whipped/sour cream	rolls/buns	pot plants																												
277	tropical fruit	whipped/sour cream	hygiene articles																													
278	tropical fruit	frozen vegetables																														
279	root vegetables																															
280	curd	yogurt	spread cheese	sugar	canned vegetables																											
281	sausage	beef	pip fruit	grapes	root vegetables	other vegetables	whole milk	curd	butter milk	yogurt	sliced cheese	cream cheese 	specialty cheese	frozen meals	white bread	pastry	candy															
282	whole milk	semi-finished bread	sugar	coffee	seasonal products	hygiene articles	napkins	shopping bags																								
283	other vegetables	whole milk	butter milk	specialty cheese																												
284	whole milk	domestic eggs																														
285	whole milk																															
286	beef	tropical fruit	other vegetables	whole milk	cream cheese 	rolls/buns	mustard	bottled water	red/blush wine	dishes																						
287	whole milk	yogurt	chocolate																													
288	Frozen beef slices	root vegetables	whole milk	butter	whipped/sour cream	hard cheese	rolls/buns																									
289	sausage	other vegetables	yogurt	whipped/sour cream	cream cheese 	soda	hygiene articles	cling film/bags																								
290	yogurt	artif. sweetener																														
291	tropical fruit	other vegetables	whole milk	curd	butter milk	yogurt	whipped/sour cream	cream cheese 	rolls/buns	pastry																						
292	root vegetables	UHT-milk	soda																													
293	Frozen beef slices	whole milk	curd	dessert																												
294	salty snack																															
295	rolls/buns	brown bread																														
296	Frozen beef slices	Martadella	butter milk	sweet spreads	shopping bags																											
297	beef	root vegetables	other vegetables	frozen dessert	pastry	vinegar	margarine	sugar	cat food	coffee	Pepsi	cling film/bags	candles	pot plants																		
298	yogurt	rolls/buns																														
299	condensed milk	coffee	shopping bags																													
300	rolls/buns	rum																														
301	yogurt	salty snack	napkins																													
302	UHT-milk	bottled water																														
303	root vegetables	curd	mayonnaise	domestic eggs	margarine	mustard	shopping bags																									
304	Halawa	other vegetables	red/blush wine	shopping bags																												
305	whipped/sour cream																															
306	beef	citrus fruit	whole milk	yogurt	rolls/buns	bottled water																										
307	beef	domestic eggs	rolls/buns	flour	candy																											
308	newspapers																															
309	tropical fruit	whole milk	pickled vegetables	soda																												
310	rolls/buns	coffee	instant coffee	salty snack	specialty chocolate																											
311	root vegetables	other vegetables	frozen vegetables	canned vegetables	coffee																											
312	soda																															
313	Frozen beef slicesburger meat	rolls/buns																														
314	Canned Pepsi																															
315	root vegetables	whole milk	yogurt	brown bread	pastry	specialty chocolate	candy																									
316	meat	Frozen beef slicesburger meat	onions	other vegetables	condensed milk	brown bread																										
317	meat	whole milk	sliced cheese	brown bread	pastry	fruit/vegetable juice	newspapers																									
318	soda																															
319	other vegetables	butter milk	yogurt	fruit/vegetable juice																												
320	fruit/vegetable juice																															
321	Halawa	pasta	Pepsi																													
322	waffles																															
323	tropical fruit	berries	yogurt	domestic eggs	brown bread	soda	candy																									
324	newspapers																															
325	citrus fruit	soda	misc. beverages	Canned Pepsi	chocolate	specialty chocolate	candy	shopping bags																								
326	domestic eggs	rolls/buns																														
327	beverages																															
328	yogurt	UHT-milk	soda	red/blush wine	waffles																											
329	Pepsi																															
330	citrus fruit	yogurt	whipped/sour cream	shopping bags																												
331	Martadella	beef	other vegetables	whipped/sour cream	waffles	chewing gum																										
332	Martadella	whole milk	pastry	sugar	newspapers																											
333	bottled water	candy																														
334	beef	root vegetables	other vegetables	frozen vegetables	ice cream	rolls/buns	sugar																									
335	Canned Pepsi																															
336	Halawa	Frozen beef slicesburger meat	whole milk	coffee	bottled water	Pepsi	waffles	chocolate																								
337	Canned Pepsi																															
338	Frozen beef slicesburger meat	tropical fruit	other vegetables	shopping bags																												
339	tropical fruit	pip fruit																														
340	chicken	tropical fruit	pip fruit	whipped/sour cream	sugar	baking powder	instant coffee	soda																								
341	Halawa	Martadella	beef	tropical fruit	other vegetables	whole milk	yogurt	rolls/buns	semi-finished bread	pickled vegetables	soda	newspapers																				
342	brown bread	salty snack																														
343	other vegetables	dessert	Canned Pepsi	chewing gum	flower (seeds)																											
344	dessert																															
345	root vegetables	whole milk	domestic eggs																													
346	Martadella	whole milk	rolls/buns	artif. sweetener	baking powder	specialty chocolate	house keeping products	newspapers																								
347	Canned Pepsi																															
348	whole milk																															
349	beef	citrus fruit	tropical fruit	yogurt	UHT-milk	frozen vegetables	rolls/buns	bottled water	skin care																							
350	Frozen beef slicesburger meat	grapes	root vegetables	other vegetables	softener	kitchen towels	pot plants																									
351	Pepsi																															
352	newspapers																															
353	rolls/buns																															
354	citrus fruit	tropical fruit	prosecco																													
355	brown bread	bottled water	specialty bar																													
356	grapes	whole milk	Powedered honny	dishes	newspapers																											
357	tropical fruit	butter	rolls/buns	canned fish	dog food	shopping bags																										
358	butter	sliced cheese	brown bread																													
359	Pepsi	shopping bags																														
360	rolls/buns	Pepsi																														
361	Frozen beef slices	beef	tropical fruit	pip fruit	other vegetables	whole milk	dessert	yogurt	whipped/sour cream	soft cheese	frozen potato products	rolls/buns	soda	long life bakery product	chocolate																	
362	other vegetables	soda	specialty bar																													
363	beef	other vegetables	whole milk	brown bread	waffles																											
364	photo/film																															
365	citrus fruit	root vegetables	yogurt	hard cheese	fruit/vegetable juice																											
366	whole milk	fruit/vegetable juice	newspapers																													
367	tropical fruit	nuts/prunes	root vegetables	whole milk	yogurt	rolls/buns	waffles	napkins	newspapers																							
368	Pepsi																															
369	bottled water																															
370	Halawa	whole milk	white bread	brown bread																												
371	citrus fruit	butter	sliced cheese	domestic eggs																												
372	bottled water	soda	pot plants																													
373	citrus fruit	yogurt	whipped/sour cream	soda	cookware																											
374	citrus fruit	margarine																														
375	curd	rolls/buns																														
376	Canned Pepsi																															
377	beef																															
378	rolls/buns																															
379	Frozen beef slices	tropical fruit	white bread	pastry	waffles	specialty bar																										
380	beef	other vegetables	margarine	soda																												
381	Frozen beef slicesburger meat	tropical fruit	herbs	other vegetables	whole milk	curd	ice cream	Instant food products	newspapers	shopping bags																						
382	beef	pip fruit	whole milk	butter	curd	margarine	cat food	coffee	waffles																							
383	berries	onions	whipped/sour cream	brown bread	pasta	Ginger powder	dishes																									
384	root vegetables																															
385	beef																															
386	rolls/buns	pastry	sugar																													
387	soda																															
388	Frozen beef slices	root vegetables	butter	UHT-milk	rolls/buns	pasta	sugar	coffee	soda																							
389	brown bread																															
390	pip fruit	frozen meals	ice cream	fruit/vegetable juice																												
391	whole milk																															
392	citrus fruit	UHT-milk	napkins																													
393	Frozen beef slicesburger meat	rice	soups	sauces																												
394	pip fruit	other vegetables	brown bread	fruit/vegetable juice	specialty chocolate																											
395	root vegetables																															
396	sausage	meat	citrus fruit	yogurt	ice cream	rolls/buns	brown bread	pickled vegetables	jam	Ginger powder	newspapers																					
397	sausage	sliced cheese	cream cheese 	candy	shopping bags																											
398	tropical fruit	pip fruit	UHT-milk	rolls/buns	pastry	salt																										
399	pet care	soda	chocolate	candy																												
400	beverages	bottled water	long life bakery product																													
401	Frozen beef slices	tropical fruit	other vegetables	whole milk	yogurt	curd cheese	rolls/buns	flour	margarine	hygiene articles	shopping bags																					
402	curd	meat spreads																														
403	citrus fruit	whole milk	soft cheese	sliced cheese	cream cheese 	canned fish																										
404	whole milk	cream cheese 	cereals	dog food																												
405	tropical fruit	butter milk	beverages	bottled water	fruit/vegetable juice	salty snack	chewing gum	napkins	newspapers	shopping bags																						
406	white bread	Powedered honny																														
407	whipped/sour cream																															
408	tropical fruit	berries	root vegetables	other vegetables	yogurt	rolls/buns	shopping bags																									
409	meat	Frozen beef slicesburger meat	root vegetables	packaged fruit/vegetables	whole milk	butter	newspapers																									
410	canned vegetables	newspapers																														
411	rolls/buns	Canned Pepsi																														
412	sausage	mayonnaise	rolls/buns	shopping bags																												
413	Halawa	curd	yogurt	hard cheese	brown bread	Canned Pepsi																										
414	Pepsi																															
415	cream cheese 	oil	Canned Pepsi	waffles	hygiene articles	candles																										
416	meat	specialty bar																														
417	Pepsi																															
418	soda																															
419	Halawa	sausage	rolls/buns	soda	Ginger powder	shopping bags																										
420	other vegetables	dessert	white bread																													
421	Ginger powder	specialty bar																														
422	cat food	soda	candy																													
423	Canned Pepsi																															
424	processed cheese																															
425	turkey	nuts/prunes	other vegetables	whole milk	butter	curd	domestic eggs	pastry	tea																							
426	pastry																															
427	whole milk	yogurt	chocolate																													
428	pip fruit	rolls/buns																														
429	meat																															
430	newspapers																															
431	Halawa	frozen potato products	rolls/buns	specialty fat																												
432	light bulbs																															
433	misc. beverages																															
434	Halawa	margarine	newspapers	shopping bags																												
435	pip fruit																															
436	Halawa	yogurt	beverages	brown bread	specialty chocolate	candy																										
437	hard cheese																															
438	Halawa	sausage	root vegetables	butter	curd	sliced cheese	rolls/buns	salty snack	long life bakery product																							
439	meat	whole milk	dessert	soft cheese	frozen meals	rolls/buns	misc. beverages	long life bakery product	chocolate	specialty bar																						
440	Powedered honny																															
441	butter milk																															
442	pip fruit	other vegetables	butter	yogurt	whipped/sour cream	brown bread	pastry	fruit/vegetable juice	detergent																							
443	sausage	meat	berries	whole milk	whipped/sour cream	white bread	fruit/vegetable juice	long life bakery product	waffles	abrasive cleaner																						
444	specialty cheese	soap																														
445	rolls/buns																															
446	Canned Pepsi																															
447	yogurt	whipped/sour cream	hard cheese	ketchup																												
448	Canned Pepsi																															
449	Halawa	Martadella	beverages	frozen meals	waffles																											
450	chicken	beef	whole milk	curd	brown bread	pastry	sauces	pickled vegetables	bottled water	soda	salty snack	waffles	specialty bar	napkins	light bulbs																	
451	bottled water	soda																														
452	pastry	bottled water																														
453	beef	Instant food products	Canned Pepsi																													
454	Halawa	Martadella	other vegetables	butter milk	UHT-milk	sliced cheese	brown bread	margarine																								
455	root vegetables	other vegetables	canned fish	shopping bags																												
456	ice cream	rolls/buns																														
457	bottled water	Canned Pepsi	male cosmetics																													
458	white bread	long life bakery product	shopping bags																													
459	yogurt	beverages	fruit/vegetable juice	detergent	cleaner																											
460	soda	specialty bar																														
461	long life bakery product																															
462	sausage	grapes	baking powder	specialty vegetables	Powedered honny	long life bakery product																										
463	Industrial Fruit Juice																															
464	domestic eggs																															
465	fruit/vegetable juice	cake bar																														
466	yogurt																															
467	yogurt																															
468	Ginger powder (appetizer)																															
469	berries	root vegetables	whole milk	whipped/sour cream	shopping bags																											
470	citrus fruit	root vegetables	margarine	cat food	shopping bags																											
471	other vegetables	whipped/sour cream																														
472	yogurt	soda																														
473	flour	sugar																														
474	sausage	citrus fruit	tropical fruit	whole milk	bottled water	specialty bar	detergent	newspapers																								
475	pastry	soda																														
476	beef																															
477	newspapers																															
478	whole milk	brown bread	pastry																													
479	skin care	napkins																														
480	other vegetables	whole milk	meat spreads	cake bar	chocolate	shopping bags																										
481	bottled water	soda	dishes																													
482	sausage	whole milk	brown bread																													
483	other vegetables	UHT-milk	rolls/buns	pastry	bottled water	soda																										
484	beverages	rolls/buns																														
485	tropical fruit	soda	salty snack																													
486	other vegetables	packaged fruit/vegetables	UHT-milk	bottled water																												
487	rolls/buns																															
488	Martadella	whole milk	soda	Canned Pepsi	salty snack	chewing gum	candy																									
489	whole milk	cream cheese 	specialty chocolate	candy																												
490	Pepsi	Ginger powder	red/blush wine																													
491	meat	whole milk	frozen potato products	margarine	soda	detergent																										
492	berries	pastry	sugar	soda	chocolate	make up remover																										
493	Frozen beef slicesburger meat	citrus fruit	herbs	other vegetables	whole milk	butter	domestic eggs	pasta	Instant food products	canned fruit	pickled vegetables	bottled water	misc. beverages	Pepsi	hygiene articles																	
494	ketchup																															
495	tropical fruit	other vegetables	butter	whipped/sour cream	semi-finished bread	vinegar	fruit/vegetable juice	chocolate	shopping bags																							
